instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
k16x240b,9419777aed4f6f709363418843c01d447253f8545ab886dda1834c98f82bed71,256,480,960,240,feasible,"stopped at the time limit of 59.9989s after 60.00s, 0 iterations, 30541 nodes",12066.0,11392.99999884458,6569.298,5496.702,0.4555529587270015,0,0,1,30541,0,3320.7709999999997,3320.7709999999997,0.0000,60.170627,59.9993222,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
markshare1,83516aa1a1d503f01fcea273586406486623370158a119164bd2ffa3594d4752,6,62,312,50,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 48159 nodes",40.0,0.9999999999990905,0.0,40.0,1.0,0,0,1,48159,0,0.0,0.0,0.0000,60.112328,60.0027534,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,"stopped at the time limit of 59.9995s after 60.00s, 0 iterations, 65932 nodes",3.9999999999995293,1.0,0.0,3.9999999999995293,1.0,0,0,1,65932,0,0.0,0.0,0.0000,60.197387,60.0012099,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 52113 nodes",44.0,1.0,0.0,44.0,1.0,0,0,1,52113,0,0.0,0.0,0.0000,60.142403,60.001641,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0,3175561447.5053167,3175561447.5053167,0.0000,0.148352,0.0106209,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,"stopped at the time limit of 59.9989s after 60.01s, 0 iterations, 9667 nodes",12037590.0,11807698.0,10614018.0,1423572.0,0.11826054883078756,0,0,1,9667,0,10593526.0,10593526.0,0.0000,60.145426,60.0051919,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 18407 nodes",119.0,119.0,112.00874999999999,6.991250000000008,0.058750000000000066,1,0,1,18407,0,100.87875,100.87875,0.0000,60.144623,59.9994017,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 22996 nodes",15274.0,14393.0,11262.428571428572,4011.5714285714275,0.2626405282552984,0,0,1,22996,0,8877.000000000002,8877.000000000002,0.0000,60.145375,60.0024988,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0,-11980000.0,-11980000.0,0.0000,0.123129,0.0116324,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,"stopped at the time limit of 59.9993s after 60.02s, 0 iterations, 7004 nodes",15.5,15.0,13.750000000000002,1.7499999999999982,0.1129032258064515,0,0,1,7004,0,13.0,13.0,0.0000,60.143617,60.0160948,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 30652 nodes",-41.0,-41.00000885,-43.00000000000001,2.000000000000007,0.048780487804878224,1,0,1,30652,0,-43.00000000000001,-43.00000000000001,0.0000,60.125202,60.0003114,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,"stopped at the time limit of 59.9988s after 60.00s, 0 iterations, 24615 nodes",-15.999999999999993,-16.00000000000012,-20.02139037433155,4.021390374331556,0.2513368983957224,1,0,1,24615,0,-20.02139037433155,-20.02139037433155,0.0000,60.174545,60.0003746,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,,7615.0,7614.999999999997,7615.0,0.0,0.0,1,1,1,612,0,6875.0,6875.0,0.0000,2.893568,2.764525,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,"stopped at the time limit of 59.9993s after 60.00s, 0 iterations, 32096 nodes",18.000000000000018,11.0,2.936999687437924,15.063000312562094,0.8368333506978933,0,0,1,32096,0,0.0,0.0,0.0000,60.145926,60.0017236,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 15201 nodes",3799.0,3663.999999980964,3414.2697778930087,384.7302221069913,0.10127144567175343,0,0,1,15201,0,3157.377442025726,3157.377442025726,0.0000,60.144274,59.9991631,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,"stopped at the time limit of 59.9989s after 60.00s, 0 iterations, 23927 nodes",3349.0,3252.0,3017.610119047619,331.3898809523812,0.09895189040083045,0,0,1,23927,0,2691.439468864469,2691.439468864469,0.0000,60.141841,59.9992323,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 28476 nodes",14.999999999999998,14.99999999990919,13.268292682926827,1.7317073170731714,0.11544715447154477,1,0,1,28476,0,13.244444444444444,13.244444444444444,0.0000,60.170983,59.9993804,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,102,0,272.00000000000017,272.00000000000017,0.0000,2.270774,2.1234192,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,91,0,272.0,272.0,0.0000,2.114528,1.9944157,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,"stopped at the time limit of 59.9988s after 60.00s, 0 iterations, 22687 nodes",1162152.9999996598,764771.99999978,254829.00000004,907323.9999996198,0.7807268061949548,0,0,1,22687,0,28693.99999999998,28693.99999999998,0.0000,60.162345,60.0015572,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,
