instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
k16x240b,9419777aed4f6f709363418843c01d447253f8545ab886dda1834c98f82bed71,256,480,960,240,feasible,"stopped at the time limit of 59.9991s after 60.00s, 0 iterations, 30740 nodes",12066.0,11392.99999884458,6571.849000000001,5494.150999999999,0.45534153820653067,0,0,1,30740,0,3320.7709999999997,3320.7709999999997,0.0000,60.149087,60.000521,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
markshare1,83516aa1a1d503f01fcea273586406486623370158a119164bd2ffa3594d4752,6,62,312,50,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 48080 nodes",40.0,0.9999999999990905,0.0,40.0,1.0,0,0,1,48080,0,0.0,0.0,0.0000,60.130402,60.0028282,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,"stopped at the time limit of 59.9995s after 60.00s, 0 iterations, 65766 nodes",3.9999999999995293,1.0,0.0,3.9999999999995293,1.0,0,0,1,65766,0,0.0,0.0,0.0000,60.201929,60.0009268,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 52340 nodes",44.0,1.0,0.0,44.0,1.0,0,0,1,52340,0,0.0,0.0,0.0000,60.148464,60.0006005,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0,3175561447.5053167,3175561447.5053167,0.0000,0.150591,0.0110242,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 9733 nodes",12037590.0,11807698.0,10614060.0,1423530.0,0.11825705976030086,0,0,1,9733,0,10593526.0,10593526.0,0.0000,60.145101,60.0036523,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 18463 nodes",119.0,119.0,111.93187499999999,7.068125000000009,0.05939600840336142,1,0,1,18463,0,100.87875,100.87875,0.0000,60.150922,60.0027201,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,"stopped at the time limit of 59.9995s after 60.00s, 0 iterations, 24968 nodes",15424.0,14393.0,11278.500000000005,4145.4999999999945,0.2687694502074685,0,0,1,24968,0,8877.000000000002,8877.000000000002,0.0000,60.145289,60.0009363,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0,-11980000.0,-11980000.0,0.0000,0.123832,0.0122287,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 6933 nodes",15.5,15.0,13.750000000000002,1.7499999999999982,0.1129032258064515,0,0,1,6933,0,13.0,13.0,0.0000,60.140325,60.0042139,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 32249 nodes",-41.0,-41.00000885,-43.0,2.0,0.04878048780487805,1,0,1,32249,0,-43.00000000000001,-43.00000000000001,0.0000,60.154529,60.0009371,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,"stopped at the time limit of 59.9984s after 60.00s, 0 iterations, 24630 nodes",-15.999999999999993,-16.00000000000012,-20.02139037433155,4.021390374331556,0.2513368983957224,1,0,1,24630,0,-20.02139037433155,-20.02139037433155,0.0000,60.195691,60.0003019,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,,7615.0,7614.999999999997,7615.0,0.0,0.0,1,1,1,612,0,6875.0,6875.0,0.0000,2.895527,2.7640829,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 32051 nodes",18.000000000000018,11.0,2.9338009082709315,15.066199091729086,0.837011060651615,0,0,1,32051,0,0.0,0.0,0.0000,60.129664,60.0014627,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 15261 nodes",3799.0,3663.999999980964,3414.3325480367585,384.66745196324155,0.10125492286476481,0,0,1,15261,0,3157.377442025726,3157.377442025726,0.0000,60.145377,59.9996014,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,"stopped at the time limit of 59.9991s after 60.00s, 0 iterations, 24046 nodes",3349.0,3252.0,3017.890352702853,331.10964729714715,0.09886821358529327,0,0,1,24046,0,2691.439468864469,2691.439468864469,0.0000,60.164923,59.9996561,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 28553 nodes",14.999999999999998,14.99999999990919,13.268292682926827,1.7317073170731714,0.11544715447154477,1,0,1,28553,0,13.244444444444444,13.244444444444444,0.0000,60.144391,60.001016,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,124,0,272.00000000000017,272.00000000000017,0.0000,2.511443,2.3464076,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,127,0,272.0,272.0,0.0000,2.845710,2.7505076,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,"stopped at the time limit of 59.9986s after 60.00s, 0 iterations, 23744 nodes",1322698.9999996,764771.99999978,261473.0,1061225.9999996,0.8023185925141857,0,0,1,23744,0,28693.99999999998,28693.99999999998,0.0000,60.158628,60.0037982,778d1fc-dirty,Windows-AMD64,2026-09-18T13:43:01+00:00,conflict_analysis=false
