instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0,3175561447.5053167,3175561447.5053167,0.0000,0.118037,0.0113917,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,"stopped at the time limit of 59.9989s after 60.00s, 0 iterations, 10982 nodes",12010958.0,11807698.0,10614636.0,1396322.0,0.11625400738225877,0,0,1,10982,0,10593526.0,10593526.0,0.0000,60.119576,60.0032013,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 20271 nodes",119.0,119.0,112.10937499999999,6.890625000000014,0.057904411764706,1,0,1,20271,0,100.87875,100.87875,0.0000,60.122419,60.0018645,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,"stopped at the time limit of 59.9993s after 60.00s, 0 iterations, 28737 nodes",15226.0,14393.0,11310.857142857145,3915.142857142855,0.25713535118500297,0,0,1,28737,0,8877.000000000002,8877.000000000002,0.0000,60.118560,60.0009702,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0,-11980000.0,-11980000.0,0.0000,0.128726,0.0214093,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,"stopped at the time limit of 59.9991s after 60.00s, 0 iterations, 8380 nodes",15.5,15.0,13.800000000000002,1.6999999999999975,0.10967741935483855,0,0,1,8380,0,13.0,13.0,0.0000,60.116388,60.0030912,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 38456 nodes",-41.0,-41.00000885,-43.0,2.0,0.04878048780487805,1,0,1,38456,0,-43.00000000000001,-43.00000000000001,0.0000,60.106166,59.999541,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,"stopped at the time limit of 59.9988s after 60.00s, 0 iterations, 28324 nodes",-15.999999999999993,-16.00000000000012,-20.02139037433155,4.021390374331556,0.2513368983957224,1,0,1,28324,0,-20.02139037433155,-20.02139037433155,0.0000,60.116305,59.9996906,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,,7615.0,7614.999999999997,7615.0,0.0,0.0,1,1,1,612,0,6875.0,6875.0,0.0000,6.741816,6.6146005,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,"stopped at the time limit of 59.9991s after 60.00s, 0 iterations, 40595 nodes",18.000000000000018,11.0,3.4659102688843655,14.534089731115653,0.8074494295064244,0,0,1,40595,0,0.0,0.0,0.0000,60.117026,59.9997978,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,"stopped at the time limit of 59.9988s after 60.00s, 0 iterations, 19672 nodes",3794.0,3663.999999980964,3425.5571902457286,368.44280975427137,0.09711196883349271,0,0,1,19672,0,3157.377442025726,3157.377442025726,0.0000,60.110615,60.0007519,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,"stopped at the time limit of 59.9991s after 60.00s, 0 iterations, 29268 nodes",3349.0,3252.0,3029.0519425019424,319.94805749805755,0.09553540086535012,0,0,1,29268,0,2691.439468864469,2691.439468864469,0.0000,60.115942,59.9993191,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 36131 nodes",14.999999999999998,14.99999999990919,13.274999999999999,1.7249999999999996,0.11499999999999999,1,0,1,36131,0,13.244444444444444,13.244444444444444,0.0000,60.118142,60.0001158,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,124,0,272.00000000000017,272.00000000000017,0.0000,2.414151,2.303239,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,127,0,272.0,272.0,0.0000,2.527652,2.4315277,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 30130 nodes",1290550.9999995101,764771.99999978,271136.33333331,1019414.6666662002,0.7899065334625188,0,0,1,30130,0,28693.99999999998,28693.99999999998,0.0000,60.119440,59.9999077,982a98b-dirty,Windows-AMD64,2026-09-18T10:15:23+00:00,
