instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
k16x240b,9419777aed4f6f709363418843c01d447253f8545ab886dda1834c98f82bed71,256,480,960,240,feasible,"stopped at the time limit of 59.9989s after 60.00s, 0 iterations, 37793 nodes",12066.0,11392.99999884458,6656.304000000001,5409.695999999999,0.44834211834908,0,0,1,37793,0,3320.7709999999997,3320.7709999999997,0.0000,60.142237,60.0002089,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
markshare1,83516aa1a1d503f01fcea273586406486623370158a119164bd2ffa3594d4752,6,62,312,50,feasible,"stopped at the time limit of 59.9997s after 60.00s, 0 iterations, 66984 nodes",40.0,0.9999999999990905,0.0,40.0,1.0,0,0,1,66984,0,0.0,0.0,0.0000,60.134058,60.0013813,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,"stopped at the time limit of 59.9996s after 60.00s, 0 iterations, 88321 nodes",3.9999999999995293,1.0,0.0,3.9999999999995293,1.0,0,0,1,88321,0,0.0,0.0,0.0000,60.139870,60.0002102,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,"stopped at the time limit of 59.9996s after 60.00s, 0 iterations, 72058 nodes",42.000000000000185,1.0,0.0,42.000000000000185,1.0,0,0,1,72058,0,0.0,0.0,0.0000,60.147559,60.0004536,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0,3175561447.5053167,3175561447.5053167,0.0000,0.139612,0.0116129,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,"stopped at the time limit of 59.9987s after 60.00s, 0 iterations, 10967 nodes",12010958.0,11807698.0,10614633.0,1396325.0,0.11625425715417538,0,0,1,10967,0,10593526.0,10593526.0,0.0000,60.143669,59.9987412,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,"stopped at the time limit of 59.999s after 60.00s, 0 iterations, 20807 nodes",119.0,119.0,112.16,6.840000000000003,0.05747899159663868,1,0,1,20807,0,100.87875,100.87875,0.0000,60.143128,60.0012305,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,"stopped at the time limit of 59.9991s after 60.00s, 0 iterations, 28053 nodes",15226.0,14393.0,11305.142857142859,3920.8571428571413,0.2575106490777053,0,0,1,28053,0,8877.000000000002,8877.000000000002,0.0000,60.136786,59.9996484,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0,-11980000.0,-11980000.0,0.0000,0.151933,0.0211887,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,"stopped at the time limit of 59.999s after 60.01s, 0 iterations, 8160 nodes",15.5,15.0,13.75,1.75,0.11290322580645161,0,0,1,8160,0,13.0,13.0,0.0000,60.147264,60.0114364,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,"stopped at the time limit of 59.9993s after 60.00s, 0 iterations, 38109 nodes",-41.0,-41.00000885,-43.0,2.0,0.04878048780487805,1,0,1,38109,0,-43.00000000000001,-43.00000000000001,0.0000,60.133881,59.9997395,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,"stopped at the time limit of 59.9991s after 60.00s, 0 iterations, 40631 nodes",-15.999999999999993,-16.00000000000012,-20.02139037433155,4.021390374331556,0.2513368983957224,1,0,1,40631,0,-20.02139037433155,-20.02139037433155,0.0000,60.151135,60.0007008,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,,7615.0,7614.999999999997,7615.0,0.0,0.0,1,1,1,612,0,6875.0,6875.0,0.0000,3.576605,3.49636,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,"stopped at the time limit of 59.9995s after 60.00s, 0 iterations, 52203 nodes",18.000000000000018,11.0,4.004946878226191,13.995053121773827,0.7775029512096563,0,0,1,52203,0,0.0,0.0,0.0000,60.091450,60.0000463,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 34012 nodes",3794.0,3663.999999980964,3453.357676800698,340.64232319930215,0.08978448160234638,0,0,1,34012,0,3157.377442025726,3157.377442025726,0.0000,60.121208,59.9998787,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,"stopped at the time limit of 59.9996s after 60.00s, 0 iterations, 48740 nodes",3349.0,3252.0,3058.052351814852,290.94764818514795,0.08687597736194325,0,0,1,48740,0,2691.439468864469,2691.439468864469,0.0000,60.112878,59.999827,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 43599 nodes",14.999999999999998,14.99999999990919,13.274999999999999,1.7249999999999996,0.11499999999999999,1,0,1,43599,0,13.244444444444444,13.244444444444444,0.0000,60.109133,60.001692,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,124,0,272.00000000000017,272.00000000000017,0.0000,2.478453,2.3498521,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,127,0,272.0,272.0,0.0000,3.902788,3.7687781,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,"stopped at the time limit of 59.9986s after 60.00s, 0 iterations, 29175 nodes",1290550.9999995101,764771.99999978,269388.0,1021162.9999995101,0.7912612519767895,0,0,1,29175,0,28693.99999999998,28693.99999999998,0.0000,60.169655,60.0000019,982a98b-dirty,Windows-AMD64,2026-09-18T09:53:46+00:00,
