instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
k16x240b,9419777aed4f6f709363418843c01d447253f8545ab886dda1834c98f82bed71,256,480,960,240,feasible,"stopped at the time limit of 59.9995s after 60.00s, 0 iterations, 6330 nodes",13428.0,11392.99999884458,6370.918157894738,7057.081842105262,0.525549735039117,0,0,1,6330,26,3320.7709999999997,3936.4309606105603,0.0609,60.164214,59.9999206,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
markshare1,83516aa1a1d503f01fcea273586406486623370158a119164bd2ffa3594d4752,6,62,312,50,feasible,"stopped at the time limit of 59.9999s after 60.00s, 0 iterations, 17845 nodes",67.99999999999939,0.9999999999990905,0.0,67.99999999999939,1.0,0,0,1,17845,0,0.0,0.0,0.0000,60.127288,60.0050078,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,"stopped at the time limit of 59.9999s after 60.00s, 0 iterations, 36333 nodes",9.999999999999917,1.0,0.0,9.999999999999917,1.0,0,0,1,36333,0,0.0,0.0,0.0000,60.135801,60.0006341,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,"stopped at the time limit of 59.9999s after 60.00s, 0 iterations, 26203 nodes",44.0,1.0,0.0,44.0,1.0,0,0,1,26203,0,0.0,0.0,0.0000,60.062823,60.0009254,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0,3175561447.5053167,3175561447.5053167,0.0000,0.073781,0.00287,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,"stopped at the time limit of 59.9997s after 60.00s, 0 iterations, 1798 nodes",12191350.0,11807698.0,10879921.189051926,1311428.8109480739,0.10757043403298847,0,0,1,1798,211,10593526.0,10851312.359384464,0.1613,60.066641,60.0048577,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,"stopped at the time limit of 59.9994s after 60.01s, 0 iterations, 5829 nodes",121.0,119.0,110.06000000000002,10.939999999999984,0.09041322314049573,0,0,1,5829,90,100.87875,110.17697959822476,0.4621,60.092304,60.012871,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,"stopped at the time limit of 59.9994s after 61.27s, 0 iterations, 1508 nodes",20259.0,14393.0,10622.28571428572,9636.71428571428,0.47567571379210627,0,0,1,1508,26,8877.000000000002,8877.0,0.0000,61.595562,61.2697957,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,3,-11980000.0,-11980000.0,0.0000,0.499278,0.012766,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,"stopped at the time limit of 59.9996s after 71.20s, 0 iterations, 403 nodes",16.0,15.0,13.277777777777779,2.7222222222222214,0.17013888888888884,0,0,1,403,0,13.0,13.0,0.0000,72.021125,71.2027152,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,"stopped at the time limit of 59.9998s after 60.10s, 0 iterations, 4146 nodes",-39.0,-41.00000885,-43.00000000000001,4.000000000000007,0.10256410256410274,0,0,1,4146,28,-43.00000000000001,-42.99999999999999,0.0000,61.296927,60.1019827,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,"stopped at the time limit of 59.9994s after 60.03s, 0 iterations, 736 nodes",-11.999999999999993,-16.00000000000012,-20.02139037433155,8.021390374331556,0.6684491978609635,0,0,1,736,0,-20.02139037433155,-20.02139037433155,0.0000,60.595009,60.028669,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,,7615.0,7614.999999999997,7615.0,0.0,0.0,1,1,1,466,15,6875.0,7155.0,0.3784,2.226602,2.1324234,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,"stopped at the time limit of 59.9998s after 60.07s, 0 iterations, 8583 nodes",19.999999999999996,11.0,0.1654740704041577,19.834525929595838,0.991726296479792,0,0,1,8583,0,0.0,0.0,0.0000,60.296610,60.0727419,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,"stopped at the time limit of 59.9997s after 60.25s, 0 iterations, 854 nodes",3998.0,3663.999999980964,3286.854869866975,711.1451301330248,0.17787522014332788,0,0,1,854,23,3157.377442025726,3176.664832812793,0.0229,60.420632,60.254773,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,"stopped at the time limit of 59.9994s after 60.22s, 0 iterations, 136 nodes",3592.0,3252.0,2826.6283244680853,765.3716755319147,0.21307674708572236,0,0,1,136,23,2691.439468864469,2785.5366048439582,0.1045,60.472212,60.21981,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,"stopped at the time limit of 59.9995s after 60.19s, 0 iterations, 289 nodes",20.999999999999996,14.99999999990919,13.244444444444444,7.755555555555553,0.36931216931216926,0,0,1,289,0,13.244444444444444,13.244444444444444,0.0000,60.505489,60.1905717,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,feasible,"stopped at the time limit of 59.9994s after 65.43s, 0 iterations, 89 nodes",290.0,288.0,286.375,3.625,0.0125,0,0,1,89,0,272.00000000000017,272.00000000000017,0.0000,65.695118,65.4342938,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,feasible,"stopped at the time limit of 59.9994s after 64.19s, 0 iterations, 71 nodes",290.0,288.0,284.99999999999994,5.000000000000057,0.017241379310345025,0,0,1,71,0,272.0,272.0,0.0000,64.415534,64.189471,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,time_limit,"stopped at the time limit of 59.9995s after 60.64s, 0 iterations, 86 nodes; no integer feasible point was found, so the point reported is the last LP relaxation, fractional by 4.839e-01",855897.7703444349,764771.99999978,261023.68093726796,594874.0894071669,0.6950293715191881,0,0,,86,375,28693.99999999998,243080.2079988252,0.2592,60.923982,60.6370456,afe165d-dirty,Windows-AMD64,2026-09-18T11:32:26+00:00,enable_root_cuts=true enable_clique_cuts=false enable_zero_half_cuts=false
