instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
k16x240b,9419777aed4f6f709363418843c01d447253f8545ab886dda1834c98f82bed71,256,480,960,240,feasible,stopped at the time limit after 60.00s and 104567 nodes,12066.0,11392.99999884458,7077.362000000002,4988.637999999998,0.41344588098789975,0,0,1,104567,0,3320.7709999999997,3320.7709999999997,0.0000,60.040344,60.0003095,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
markshare1,83516aa1a1d503f01fcea273586406486623370158a119164bd2ffa3594d4752,6,62,312,50,feasible,stopped at the time limit after 60.00s and 132916 nodes,40.0,0.9999999999990905,0.0,40.0,1.0,0,0,1,132916,0,0.0,0.0,0.0000,60.025174,60.0004375,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,stopped at the time limit after 60.00s and 191040 nodes,3.9999999999995293,1.0,0.0,3.9999999999995293,1.0,0,0,1,191040,0,0.0,0.0,0.0000,60.023312,60.0004772,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,stopped at the time limit after 60.00s and 143682 nodes,20.999999999999932,1.0,0.0,20.999999999999932,1.0,0,0,1,143682,0,0.0,0.0,0.0000,60.023067,60.0012301,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0,3175561447.5053167,3175561447.5053167,0.0000,0.019441,0.0028657,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,stopped at the time limit after 60.00s and 54439 nodes,11988623.0,11807698.0,10626094.0,1362529.0,0.11365183474365655,0,0,1,54439,0,10593526.0,10593526.0,0.0000,60.025823,60.0006376,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,stopped at the time limit after 60.00s and 84353 nodes,119.0,119.0,114.67000000000002,4.329999999999984,0.03638655462184861,1,0,1,84353,0,100.87875,100.87875,0.0000,60.031077,60.0006894,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,stopped at the time limit after 60.00s and 102578 nodes,15226.0,14393.0,11663.714285714286,3562.2857142857138,0.23396070631063404,0,0,1,102578,0,8877.000000000002,8877.000000000002,0.0000,60.029139,60.0002492,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0,-11980000.0,-11980000.0,0.0000,0.020487,0.003742,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,stopped at the time limit after 60.00s and 53890 nodes,15.5,15.0,14.0,1.5,0.0967741935483871,0,0,1,53890,0,13.0,13.0,0.0000,60.019591,60.00025,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,stopped at the time limit after 60.00s and 115705 nodes,-41.0,-41.00000885,-43.00000000000001,2.000000000000007,0.048780487804878224,1,0,1,115705,0,-43.00000000000001,-43.00000000000001,0.0000,60.029291,60.000993,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,stopped at the time limit after 60.00s and 91527 nodes,-15.999999999999993,-16.00000000000012,-20.02139037433155,4.021390374331556,0.2513368983957224,1,0,1,91527,0,-20.02139037433155,-20.02139037433155,0.0000,60.038268,60.0007679,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,,7615.0,7614.999999999997,7615.0,0.0,0.0,1,1,1,691,0,6875.0,6875.0,0.0000,1.382516,1.3656281,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,stopped at the time limit after 60.00s and 111428 nodes,18.000000000000018,11.0,5.659573260407225,12.340426739592793,0.6855792633107101,0,0,1,111428,0,0.0,0.0,0.0000,60.026005,60.0009547,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,stopped at the time limit after 60.00s and 76719 nodes,3791.0,3663.999999980964,3497.8858802254317,293.1141197745683,0.07731841724467642,0,0,1,76719,0,3157.377442025726,3157.377442025726,0.0000,60.034904,60.0006522,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,stopped at the time limit after 60.00s and 99379 nodes,3319.0,3252.0,3101.795870795871,217.204129204129,0.06544264212236486,0,0,1,99379,0,2691.439468864469,2691.439468864469,0.0000,60.029690,60.0008126,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,stopped at the time limit after 60.00s and 99820 nodes,14.999999999999998,14.99999999990919,13.289473684210524,1.7105263157894743,0.11403508771929831,1,0,1,99820,0,13.244444444444444,13.244444444444444,0.0000,60.037753,60.0011827,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,117,0,272.00000000000017,272.00000000000017,0.0000,0.479860,0.4629744,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,127,0,272.0,272.0,0.0000,0.536013,0.520161,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,stopped at the time limit after 60.00s and 92564 nodes,1217805.99999966,764771.99999978,317776.66666665,900029.3333330101,0.739058054676411,0,0,1,92564,0,28693.99999999998,28693.99999999998,0.0000,60.036559,60.0013323,5e78399,Windows-AMD64,2026-09-18T05:08:06+00:00,
