instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,verifier_message,passed,objective_offset,differs_by_objective_constant,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc,solver_options
capri,4932bc8861fcdaf19256827b7ee229941fa6f2e84f2044b65300326c226fba78,271,353,1767,numerical_error,"the interior-point iteration stalled after 41 iterations (steps 2.6e-09 / 1.2e-09); the model may be infeasible or unbounded, which this method does not certify",-2479.7431892417003,2690.0129138,5169.7561030417,1.921833191402317,0,,,0,0.0,0,0.039067,0.0222748,41,ipm,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
d6cube,8cd94ee7783bcbce884acde1f4769f5c79739c9460fe73cb948924e724b02dfa,415,6184,37704,feasible,"the iterate stopped being finite at iteration 24; the best earlier iterate is reported as a feasible point (relative gap 2.2e-08, infeasibility 1.7e-13 / 7.5e-12)",315.4916735329643,315.49166667,6.862964312404074e-06,2.175323483134229e-08,0,1,,0,0.0,0,0.209805,0.1714747,24,ipm,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
degen2,755cf6ca5f3a8ed1b8b68372e8d2d3b5efee784ee69b1dada923c6ff04ee0edb,444,534,3978,optimal,"crossover: 638 pivots from the interior point's basis guess in 0.02s, after 17 interior point iterations",-1435.1779999999999,-1435.178,2.2737367544323206e-13,1.584289025077252e-16,1,1,,1,0.0,0,0.067633,0.0512722,655,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
e226,ddf56486daea52c8592b520aeb83d329223a1b45a3e5a269bd663ef9195bd8d8,223,282,2578,optimal,"crossover: 211 pivots from the interior point's basis guess in 0.01s, after 19 interior point iterations",-11.638929066370528,-18.751929066,7.112999999629471,0.3793209741032129,0,1,,0,7.113,1,0.033147,0.0160609,230,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
etamacro,41701e1add7af2ed2b21a421ab7271bc867e6bc7ad98ac189748d6522e7d4926,400,688,2409,optimal,"crossover: 261 pivots from the interior point's basis guess in 0.01s, after 25 interior point iterations",-755.7152333556364,-755.71521774,1.5615636471011385e-05,2.0663387615391206e-08,1,1,,1,0.0,0,0.039509,0.0243429,286,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
finnis,891821f24a8cd14af78b95bb460a56f0e0b5410a59ad01ab58d9daf3387e7546,497,614,2310,optimal,"crossover: 202 pivots from the interior point's basis guess in 0.00s, after 40 interior point iterations",172791.0655956116,172790.96547,0.10012561161420308,5.794609188151501e-07,1,1,,1,0.0,0,0.038863,0.0227556,242,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
fit1d,59cee4fedd040a05c05d8410474ee014f42ef910e083689202be708491fe8717,24,1026,13404,optimal,"crossover: 0 pivots from the interior point's basis guess in 0.01s, after 17 interior point iterations",-9146.378092420928,-9146.3780924,2.092747308779508e-08,2.2880612277754342e-12,1,1,,1,0.0,0,0.044353,0.0215192,17,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
fit2d,1c16c328c0358ab175596bdd6b9a2c5d1cb4bb53b099d5d1f2a208a889c7bafc,25,10500,129018,optimal,"crossover: 172 pivots from the interior point's basis guess in 0.10s, after 31 interior point iterations",-68464.2932938321,-68464.293294,1.6789999790489674e-07,2.4523731981559937e-12,1,1,,1,0.0,0,0.353094,0.2702328,203,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
forplan,65ec816c0b3c58ec4d61574df130a3ce464abb42f3d49de21710a787bf3cfdc7,161,421,4563,iteration_limit,"iteration limit reached after 300 iterations; relative infeasibility 1.0e+00 / 4.1e+00, gap 7.9e+08",-449.08171920597886,-664.21873953,215.13702032402114,0.323894836927142,0,,,0,0.0,0,0.180775,0.1632517,300,ipm,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
grow15,ab84e2f83d00c5bd26291e0505f23804b050bc96dc1e576d9da8f04e1f6ed51f,300,645,5620,optimal,"crossover: 1326 pivots from the interior point's basis guess in 0.05s, after 16 interior point iterations",-106870941.29357535,-106870941.29,0.003575339913368225,3.345474335878028e-11,1,1,,1,0.0,0,0.082649,0.061158,1342,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
grow22,671111a1623539730f4caa9366c7eda43fb472137773cd9444dc96ed87f9810e,440,946,8252,optimal,"crossover: 2654 pivots from the interior point's basis guess in 0.13s, after 17 interior point iterations",-160834336.482563,-160834336.48,0.002562999725341797,1.5935650194077246e-11,1,1,,1,0.0,0,0.170185,0.1489343,2671,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
grow7,6b8734ffdf991a36f17cfddf306834a4a3ced3e17964cac9fa2983a043906cd4,140,301,2612,optimal,"crossover: 1179 pivots from the interior point's basis guess in 0.03s, after 16 interior point iterations",-47787811.8147115,-47787811.815,0.00028849393129348755,6.036977219428426e-12,1,1,,1,0.0,0,0.047382,0.0321045,1195,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
israel,96564e1fddcbb6e3d46447fceb54b9d18260b95e95075c3a19f5812f9bf5ceeb,174,142,2269,optimal,"crossover: 134 pivots from the interior point's basis guess in 0.00s, after 24 interior point iterations",-896644.821863046,-896644.82186,3.0460068956017494e-06,3.3971164739267804e-12,1,1,,1,0.0,0,0.053456,0.0391131,158,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
kb2,f0eb647d1d9aac84f49d88662b6b02c6cecc04496e5435be733eced36d7f48f2,43,41,286,optimal,"crossover: 0 pivots from the interior point's basis guess in 0.00s, after 18 interior point iterations",-1749.9001299062058,-1749.9001299,6.205937097547576e-09,3.5464521611883195e-12,1,1,,1,0.0,0,0.014705,0.0015219,18,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
lotfi,fcb90a1b5e02b2eae67adacd0937a073d420ca92ac6af514ee13a348d7f31623,153,308,1078,numerical_error,"the interior-point iteration stalled after 11 iterations (steps 8.3e-08 / 1.7e-07); the model may be infeasible or unbounded, which this method does not certify",0.0,-25.264706062,25.264706062,1.0,0,,,0,0.0,0,0.018507,0.0029129,11,ipm,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
pilot4,67e872aae722a493f5c2c8f88e3d70d093eea116093874ea43852c864a687cba,410,1000,5141,optimal,"route: the scaled attempt returned optimal after 0.0 s of its 60 s share; the unscaled retry produced this answer; crossover: 680 pivots from the interior point's basis guess in 0.08s, after 107 interior point iterations",-2581.1392588847157,-2581.1392641,5.215284545556642e-06,2.0205358998229503e-09,1,1,,1,0.0,0,0.24505,0.2246289,787,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
recipe,277b34645cc89526db4a3365fa781ce28aa9768a65c4f301416a8a05c934af61,91,180,663,optimal,"crossover: 34 pivots from the interior point's basis guess in 0.00s, after 10 interior point iterations",-266.61600000000027,-266.616,2.8421709430404007e-13,1.0660166468030429e-15,1,1,,1,0.0,0,0.01872,0.0017685,44,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
sc105,062d034400be956757316a9bde8e6de3d221a88fb5dc502def743f1883e23ec3,105,103,280,optimal,"crossover: 44 pivots from the interior point's basis guess in 0.00s, after 16 interior point iterations",-52.20206121170722,-52.202061212,2.927791342699493e-10,5.608574210909634e-12,1,1,,1,0.0,0,0.016812,0.0020587,60,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
sc205,bcecc8d8cafd08c6d97cf8e39a740f5d777e317600bb9f6f158f2ceb550005f9,205,203,551,optimal,"crossover: 35 pivots from the interior point's basis guess in 0.00s, after 23 interior point iterations",-52.2020612117072,-52.202061212,2.927933451246645e-10,5.608846438756298e-12,1,1,,1,0.0,0,0.017836,0.003651,58,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
sc50a,36bfce2f419555712bf1b9a8477541199073c7654475d933475cea6db0abe2f2,50,48,130,optimal,"crossover: 11 pivots from the interior point's basis guess in 0.00s, after 14 interior point iterations",-64.57507705856447,-64.575077059,4.355200644567958e-10,6.744398679677553e-12,1,1,,1,0.0,0,0.014587,0.0010268,25,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
sc50b,bfc47ffcf8f037552130a75142a203dc768d82d15c3b7b9f718c444ffa472f15,50,48,118,optimal,"crossover: 0 pivots from the interior point's basis guess in 0.00s, after 13 interior point iterations",-69.99999999999999,-70.0,1.4210854715202004e-14,2.0301221021717148e-16,1,1,,1,0.0,0,0.013912,0.0009661,13,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scagr25,7bac79b91dec46966af26a236d593c823f1e61eb055597426365e4f6bc36df76,471,500,1554,optimal,"crossover: 142 pivots from the interior point's basis guess in 0.00s, after 59 interior point iterations",-14753433.060768533,-14753433.061,0.00023146718740463257,1.5689039049257294e-11,1,1,,1,0.0,0,0.031224,0.0129965,201,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scagr7,2170c16fd0cc04a823172c1564e89593e75aac5225e2c2f893a6837ba0b26085,129,140,420,optimal,"crossover: 0 pivots from the interior point's basis guess in 0.00s, after 53 interior point iterations",-2331389.824330984,-2331389.2548,0.5695309839211404,2.442882426212426e-07,1,1,,1,0.0,0,0.017463,0.0033583,53,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scfxm1,3e602523ca64bb4fd7387da7eca577d964e08d7c04326c59937a0d58add7de25,330,457,2589,numerical_error,"the interior-point iteration stalled after 167 iterations (steps 9.7e-10 / 7.6e-10); the model may be infeasible or unbounded, which this method does not certify",0.0,18416.759028,18416.759028,1.0,0,,,0,0.0,0,0.10501,0.089154,167,ipm,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scorpion,39b61cae042ce4adffb441faec77f5cc003fa725baa25edfb1738aef93a83c5d,388,358,1426,optimal,"crossover: 150 pivots from the interior point's basis guess in 0.00s, after 15 interior point iterations",1878.1248227381068,1878.1248227,3.810669113590848e-08,2.0289754267304842e-11,1,1,,1,0.0,0,0.022567,0.0065835,165,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scrs8,33b12d5e3d07b47a8b837ab0bf445fbfb5980af5c825bf049c23e71fb3faf026,490,1169,3182,optimal,"crossover: 347 pivots from the interior point's basis guess in 0.01s, after 22 interior point iterations",904.2969538007919,904.29998619,0.003032389208101449,3.3533000712269414e-06,0,1,,0,0.0,0,0.04089,0.0220195,369,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scsd1,8c4aac4987a81ef66715b5cb2debdb1993afe6cb5e2a29f32556a03802bf55f5,77,760,2388,optimal,"crossover: 129 pivots from the interior point's basis guess in 0.00s, after 9 interior point iterations",8.666666674333365,8.6666666743,3.3365310514454904e-11,3.849843517507819e-12,1,1,,1,0.0,0,0.023272,0.006571,138,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scsd6,f3da742cfa24cfadb99d510847ea1f7a361ba61537d4c2900c09b674912a5891,147,1350,4316,optimal,"crossover: 368 pivots from the interior point's basis guess in 0.01s, after 11 interior point iterations",50.50000007714435,50.500000078,8.556497732570278e-10,1.694355984030555e-11,1,1,,1,0.0,0,0.039182,0.0202627,379,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
scsd8,2090a22840fe2c75730cd76336702ece7c27a739d58740926b67c4b2e57b8e5c,397,2750,8584,optimal,"crossover: 739 pivots from the interior point's basis guess in 0.05s, after 10 interior point iterations",904.999999925464,904.99999993,4.535991138254758e-09,5.012144904536584e-12,1,1,,1,0.0,0,0.081037,0.0567595,749,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
sctap1,2b1ab5950d3e37fd21327892e2bc830c5f0d8d3fc1f687c0f57a5cdefd9caa21,300,480,1692,optimal,"crossover: 133 pivots from the interior point's basis guess in 0.00s, after 21 interior point iterations",1412.25,1412.25,0.0,0.0,1,1,,1,0.0,0,0.027165,0.0090956,154,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
share1b,fafdf8b5e3d50d27f5eff40e46eb104d1e614bf2721cb5be38081f1678dbd562,117,225,1151,numerical_error,"the interior-point iteration stalled after 5 iterations (steps 2.7e-07 / 6.7e-07); the model may be infeasible or unbounded, which this method does not certify",-12023.1992,-76589.318579,64566.119378999996,0.8430172846152383,0,,,0,0.0,0,0.018641,0.0018508,5,ipm,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
share2b,2816c0a71096acc08fd88f65c960366856802c074601e5fa544f9c3eab640c96,96,79,694,optimal,"crossover: 67 pivots from the interior point's basis guess in 0.00s, after 79 interior point iterations",-415.7322407414192,-415.73224074,1.4192096386977937e-09,3.4137589044612273e-12,1,1,,1,0.0,0,0.021192,0.0078302,146,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
ship04l,e7c46bfd6492a400220cf1f5f093f264901fd0e8534dd8cbb060d491612dc881,402,2118,6332,optimal,"crossover: 416 pivots from the interior point's basis guess in 0.01s, after 30 interior point iterations",1793324.5379703562,1793324.538,2.9643764719367027e-05,1.6530061397825488e-11,1,1,,1,0.0,0,0.051496,0.0301511,446,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
ship04s,2ed2828b251173a05004349121cd9a271a3434bf2efe4e1b70d7e0bdf2d76f94,402,1458,4352,optimal,"crossover: 322 pivots from the interior point's basis guess in 0.01s, after 35 interior point iterations",1798714.7004453922,1798714.7004,4.5392196625471115e-05,2.5235906848026957e-11,1,1,,1,0.0,0,0.036802,0.0191248,357,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
stair,30a16ec0d02cf6c490495340d2a718f533d8e5d88f839693eb4bc06671bd8649,356,467,3856,optimal,"crossover: 50 pivots from the interior point's basis guess in 0.00s, after 52 interior point iterations",-251.2669511929633,-251.26695119,2.9633042686327826e-09,1.17934501716146e-11,1,1,,1,0.0,0,0.081091,0.0646551,102,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
standata,a513e8587cb8d72ac1f6fb07b33642a212f55646fb2c04521cdfd04b959c6fb1,359,1075,3031,optimal,"crossover: 48 pivots from the interior point's basis guess in 0.00s, after 14 interior point iterations",1257.6995000000002,1257.6995,2.2737367544323206e-13,1.8078537476021266e-16,1,1,,1,0.0,0,0.024371,0.0083833,62,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
standmps,93bd6bc6251b7fee0f943e1c69a7b7e836b4b34e4c011c1a871be66a1cb7e00d,467,1075,3679,optimal,"crossover: 240 pivots from the interior point's basis guess in 0.01s, after 21 interior point iterations",1406.0175000000002,1406.0175,2.2737367544323206e-13,1.617146838095771e-16,1,1,,1,0.0,0,0.034724,0.0167685,261,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
stocfor1,98e1cb3940233e044e3d0e50869539087acdf8f0862916f777e553afc705ba90,117,111,447,optimal,"crossover: 41 pivots from the interior point's basis guess in 0.00s, after 137 interior point iterations",-41131.97621943643,-41131.976219,4.3643376557156444e-07,1.0610571280306333e-11,1,1,,1,0.0,0,0.025561,0.0104837,178,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
tuff,768782d2ab2d7d044061f56ba54ddd53cf5ea0666a965edd33d48803098e15e2,333,587,4520,iteration_limit,"iteration limit reached after 300 iterations; relative infeasibility 6.6e-08 / 3.8e-06, gap 6.2e-21",0.41321121661861065,0.29214776509,0.12106345152861064,0.12106345152861064,0,,,0,0.0,0,0.234884,0.2153079,300,ipm,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
wood1p,af3cac48f0727f1d9e1f1ecfa6de30168678800b39e38a808b5df90a48d61330,244,2594,70215,optimal,"crossover: 412 pivots from the interior point's basis guess in 0.07s, after 26 interior point iterations",1.4429024115734101,1.4429024116,2.65898414397725e-11,1.8428024810276435e-11,1,1,,1,0.0,0,0.292871,0.225063,438,ipm+crossover,77aa9e6,Windows-AMD64,2026-09-18T01:14:56+00:00,algorithm=ipm
