instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
markshare1,83516aa1a1d503f01fcea273586406486623370158a119164bd2ffa3594d4752,6,62,312,50,feasible,stopped at the time limit after 60.00s and 133132 nodes,40.0,0.9999999999990905,0.0,40.0,1.0,0,0,1,133132,60.028625,60.0014714,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,stopped at the time limit after 60.00s and 192522 nodes,3.9999999999995293,1.0,0.0,3.9999999999995293,1.0,0,0,1,192522,60.020341,60.0004416,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,stopped at the time limit after 60.00s and 143030 nodes,20.999999999999932,1.0,0.0,20.999999999999932,1.0,0,0,1,143030,60.022551,60.0010045,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0.020104,0.0026695,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,stopped at the time limit after 60.00s and 54533 nodes,11988623.0,11807698.0,10626104.0,1362519.0,0.113651000619504,0,0,1,54533,60.023076,60.0003441,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,stopped at the time limit after 60.00s and 84181 nodes,119.0,119.0,114.6675,4.332499999999996,0.03640756302521005,1,0,1,84181,60.034899,60.0008529,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,stopped at the time limit after 60.00s and 103456 nodes,15226.0,14393.0,11666.571428571428,3559.4285714285725,0.23377305736428297,0,0,1,103456,60.028182,60.0002929,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0.019280,0.003981,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,stopped at the time limit after 60.00s and 53691 nodes,15.5,15.0,14.0,1.5,0.0967741935483871,0,0,1,53691,60.022223,60.0011655,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,stopped at the time limit after 60.00s and 117485 nodes,-41.0,-41.00000885,-43.00000000000001,2.000000000000007,0.048780487804878224,1,0,1,117485,60.028985,60.0009214,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,stopped at the time limit after 60.00s and 92462 nodes,-15.999999999999993,-16.00000000000012,-20.02139037433155,4.021390374331556,0.2513368983957224,1,0,1,92462,60.037426,60.0011461,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,,7615.0,7614.999999999997,7615.0,0.0,0.0,1,1,1,691,1.346262,1.3307159,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,stopped at the time limit after 60.00s and 112520 nodes,18.000000000000018,11.0,5.677854025035883,12.322145974964135,0.6845636652757846,0,0,1,112520,60.023932,60.0006972,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,stopped at the time limit after 60.00s and 77601 nodes,3791.0,3663.999999980964,3498.4003822264694,292.59961777353055,0.07718270054696137,0,0,1,77601,60.028507,60.0006493,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,stopped at the time limit after 60.00s and 99807 nodes,3319.0,3252.0,3102.0613719613716,216.9386280386284,0.06536264779711612,0,0,1,99807,60.028782,60.001226,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,stopped at the time limit after 60.00s and 100197 nodes,14.999999999999998,14.99999999990919,13.289473684210524,1.7105263157894743,0.11403508771929831,1,0,1,100197,60.037637,60.0014181,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,117,0.469777,0.4530683,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,127,0.542386,0.5231825,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,stopped at the time limit after 60.00s and 93169 nodes,1217805.99999966,764771.99999978,317999.0,899806.9999996601,0.7388754859147608,0,0,1,93169,60.038125,60.0010048,b3f1660,Windows-AMD64,2026-09-17T20:33:53+00:00,
